Formula_label,Opt_Method,Iter,Ionizable_Lipid,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_T
35,i-optimal,1,SM-102,DSPC,9.073844404,68.46508227,8.399639246,3.487445104,2.275887409
36,i-optimal,1,SM-102,DSPC,8.67803576,79.05523484,61.95578228,2.291000098,1.13284832
37,i-optimal,1,SM-102,DSPC,9.302556245,56.56030459,25.15052381,4.704748181,4.185322274
38,i-optimal,1,SM-102,DSPC,5.845599336,57.73841431,9.171312119,2.56149891,2.093359886
39,i-optimal,1,SM-102,DSPC,9.162253826,57.13327622,19.54036439,8.587812843,3.936726159
40,i-optimal,1,SM-102,DSPC,8.444795687,63.26871254,48.92271686,8.360677363,1.567545626
41,i-optimal,1,SM-102,DSPC,9.405599359,81.82581138,63.71501281,7.141697217,3.171158325
42,i-optimal,1,SM-102,DSPC,9.410352512,85.9242985,73.33163149,3.469802151,2.054721261
43,i-optimal,1,SM-102,DSPC,8.616780154,67.39558041,38.15359054,4.249632145,3.567106111
44,i-optimal,1,SM-102,DSPC,8.794185677,81.76957255,62.28467776,4.283339491,2.340331534
4,cntrl,1,SM-102,DSPC,5.0,40.0,30.0,3.75,4.928235902
7,cntrl,1,SM-102,DSPC,5.0,40.0,50.0,3.75,4.172767096
16,cntrl,1,SM-102,DSPC,8.0,40.0,30.0,3.75,3.860887819
19,cntrl,1,SM-102,DSPC,8.0,40.0,50.0,3.75,4.038759841
45,DA,2,SM-102,DSPC,5.510740828,30.51599654,23.13539621,6.888534378,4.933490958
46,DA,2,SM-102,DSPC,6.532484928,30.74227835,34.72186945,6.083054915,5.46163287
47,DA,2,SM-102,DSPC,8.413861936,30.78895688,36.87871467,5.081546173,5.320924985
48,DA,2,SM-102,DSPC,4.741294183,30.21711636,25.53286266,8.717134268,4.668130547
49,DA,2,SM-102,DSPC,4.223350775,31.09347402,22.24975196,2.637328182,4.785470767
50,DA,2,SM-102,DSPC,4.338597801,31.19196765,30.78986414,4.706141807,5.072693417
51,DA,2,SM-102,DSPC,8.320162938,30.80162317,37.4630055,7.35462297,5.027060804
52,DA,2,SM-102,DSPC,6.896730875,30.17937067,35.7792809,9.023497136,4.898674461
53,DA,2,SM-102,DSPC,4.252022198,30.28319613,21.28635364,6.422309279,4.71530548
54,DA,2,SM-102,DSPC,5.484554319,30.92584021,26.23782836,4.608998311,4.871672543
55,i-optimal,2,SM-102,DSPC,5.941447508,67.55793708,19.98708987,5.788003882,1.811546212
56,i-optimal,2,SM-102,DSPC,9.291440703,49.0362083,41.82666134,9.727630113,3.805282895
57,i-optimal,2,SM-102,DSPC,7.709445064,38.71735006,60.92104587,8.523731245,4.068059579
58,i-optimal,2,SM-102,DSPC,6.89173047,53.05611525,54.08685346,8.030363967,3.072177961
59,i-optimal,2,SM-102,DSPC,9.391520505,86.33215827,44.40346532,6.075588706,1.230822374
60,i-optimal,2,SM-102,DSPC,9.285583084,57.16447856,17.58537,2.508342653,3.620533586
61,i-optimal,2,SM-102,DSPC,5.881325356,48.38761881,62.44855139,5.506501746,3.727491479
62,i-optimal,2,SM-102,DSPC,5.21855484,61.46896085,30.20317772,5.664177122,2.597923622
63,i-optimal,2,SM-102,DSPC,7.99085771,59.82424941,40.77976991,7.019825214,3.454320544
64,i-optimal,2,SM-102,DSPC,4.356590666,58.49380353,40.88586149,5.015478233,1.94381418
4,cntrl,2,SM-102,DSPC,5.0,40.0,30.0,3.75,4.839786611
7,cntrl,2,SM-102,DSPC,5.0,40.0,50.0,3.75,3.852306186
65,i-optimal,3,SM-102,DSPC,7.026828057843365,56.97789238209717,24.45436286951984,9.03364249757118,
66,i-optimal,3,SM-102,DSPC,7.9580416969313665,62.82563313853383,65.78925039748772,7.12521895367816,
67,i-optimal,3,SM-102,DSPC,6.798391106159583,73.86738453075526,50.16719125243533,3.9410574466522292,
68,i-optimal,3,SM-102,DSPC,5.074592893123595,61.07160397194211,69.74827027713452,6.691554679751182,
69,i-optimal,3,SM-102,DSPC,7.493035216766118,52.853720197192054,89.10272610725869,5.461348524456625,
70,i-optimal,3,SM-102,DSPC,8.134832149859673,47.54890844067507,77.73440018611339,9.720056626206295,
71,i-optimal,3,SM-102,DSPC,9.252386106554042,82.65550230208993,28.699599761363483,7.09387291740307,
72,i-optimal,3,SM-102,DSPC,8.924103045790755,45.572818858309574,58.155399850272644,6.715263363280809,
73,i-optimal,3,SM-102,DSPC,7.671471004362511,35.57007721055541,10.949022724224417,6.957344677379011,
74,i-optimal,3,SM-102,DSPC,5.251624121329967,46.6049176746838,80.8858403433696,4.566809065174986,
75,i-optimal,3,SM-102,DSPC,5.632814374314158,76.30582036933777,24.882899553696518,5.207912407284327,
76,i-optimal,3,SM-102,DSPC,6.91589029402296,68.13339693921878,82.81285287051104,6.8262568929883605,
77,DA,3,SM-102,DSPC,9.651523780960849,20.199147743667215,30.85867825861889,6.207406275410566,
78,DA,3,SM-102,DSPC,9.13911349145702,28.56684787028771,32.51985363893523,6.240321985681043,
79,DA,3,SM-102,DSPC,9.897388525581318,24.813623370525345,34.22537393361252,4.138966704606499,
80,DA,3,SM-102,DSPC,8.868077024081787,20.0305492415281,42.23200630924055,6.089759765866593,
81,DA,3,SM-102,DSPC,7.355066460248616,24.556463740747574,36.63064072317775,6.3558586796276355,
82,DA,3,SM-102,DSPC,9.818880009031325,30.604922344641427,37.28156395543004,3.9899231595125872,
83,DA,3,SM-102,DSPC,8.669737341913653,26.274463083808694,31.433263192400997,4.203035031643349,
84,DA,3,SM-102,DSPC,6.075469608796846,22.77928871975622,33.458637348866496,4.183583858039203,
85,DA,3,SM-102,DSPC,6.078969293652497,21.137630695639807,36.1273143964109,6.233665267828651,
86,DA,3,SM-102,DSPC,9.71585846826683,26.575152749185303,44.452873637941906,6.2949345024136365,
87,DA,3,SM-102,DSPC,9.32872564418121,30.922626750708147,21.388756504792077,4.247071404516898,
88,DA,3,SM-102,DSPC,9.059780168459836,20.160889897190405,33.22235508712162,4.0444090422524255,
