Formula_label,Opt_Method,Iter,Ionizable_Lipid,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_RAMOS
197,i-optimal,4,SM-102,DSPC,4.584233180179395,83.80556616308816,48.891119937466115,51.86448799234395,
198,i-optimal,4,SM-102,DSPC,3.5011686947265352,20.20101158318743,1.1835980694525654,16.041423676976436,
199,i-optimal,4,SM-102,DSPC,4.3237674790440295,84.6763586750185,9.865902554652346,72.0209435983352,
200,i-optimal,4,SM-102,DSPC,4.603238753161928,83.0520988103913,32.33290390087314,49.03896037865808,
201,i-optimal,4,SM-102,DSPC,4.280148839893061,83.90747351590949,6.307688783997605,71.99943278697565,
202,i-optimal,4,SM-102,DSPC,4.608870704214049,83.13307056510295,26.501324272652603,48.355710392421855,
203,i-optimal,4,SM-102,DSPC,4.727885727875662,84.45709724645016,4.101295122826731,81.70741306836683,
204,i-optimal,4,SM-102,DSPC,4.586577757610334,83.58875080639439,21.221897558009598,22.09905546696164,
205,i-optimal,4,SM-102,DSPC,4.631318835556581,87.49156450631743,10.155170762773357,86.70652288152395,
206,i-optimal,4,SM-102,DSPC,4.559876646349773,82.92175784529603,37.3141752805319,43.12124432283515,
207,NSGAII,4,SM-102,DSPC,4.371703323208931,35.81315165230863,46.519760747470976,10.11169474829196,
208,NSGAII,4,SM-102,DSPC,4.514256344076477,96.779054642764,34.70515151564031,51.105390164898004,
209,NSGAII,4,SM-102,DSPC,3.8545124319667554,77.89016260590114,47.274131941203414,17.86638035714664,
210,NSGAII,4,SM-102,DSPC,4.702059360827989,97.80337566690852,37.64550474432269,20.8242588258656,
211,NSGAII,4,SM-102,DSPC,3.7653768135574013,25.245515323598955,36.929812668772904,20.93240889652293,
212,NSGAII,4,SM-102,DSPC,3.760494319053004,64.55846514002555,39.6880448714392,19.76650765269838,
213,NSGAII,4,SM-102,DSPC,4.55278670421725,77.87528111644332,37.56008846012353,19.717351829489992,
214,NSGAII,4,SM-102,DSPC,4.732400475346174,25.206792530279152,49.87640413865887,20.965165858969925,
215,NSGAII,4,SM-102,DSPC,4.670802255375364,34.800260343962755,37.11997616214623,10.087004191355506,
216,NSGAII,4,SM-102,DSPC,3.719306617596232,88.12067606725888,37.649242812333426,19.617879016286935,
217,NSGAII,4,SM-102,DSPC,4.510614623319271,88.39088670362908,43.89229132045355,21.315799693785557,
218,NSGAII,4,SM-102,DSPC,4.496875449011415,68.51960525078624,49.88173539724014,20.44568181039064,
