Formula_label,Opt_Method,Iter,Ionizable_Lipid,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,LnRLU_RAMOS
163,i-optimal,2,SM-102,DSPC,4.383,73.11,25.324,7.411,3.042164771
164,i-optimal,2,SM-102,DSPC,4.781,87.726,37.667,8.197,2.118030098
165,i-optimal,2,SM-102,DSPC,4.014,60.442,27.409,7.782,4.61372049
166,i-optimal,2,SM-102,DSPC,5.002,86.261,34.958,6.544,2.055375619
167,i-optimal,2,SM-102,DSPC,5.159,77.988,27.19,7.936,2.317232364
168,i-optimal,2,SM-102,DSPC,5.133,72.7,33.417,7.713,3.282774363
169,i-optimal,2,SM-102,DSPC,3.623,33.229,33.2,7.113,5.844507966
170,i-optimal,2,SM-102,DSPC,3.977,34.186,36.861,7.035,6.221409563
171,NSGAII,2,SM-102,DSPC,4.884,46.974,19.258,8.586,5.839963621
172,NSGAII,2,SM-102,DSPC,3.867,23.939,1.473,36.323,1.696416719
173,NSGAII,2,SM-102,DSPC,3.873,22.94,50.17,31.714,3.97828414
174,NSGAII,2,SM-102,DSPC,4.162,24.606,49.746,10.686,5.986142188
175,NSGAII,2,SM-102,DSPC,4.222,22.649,1.008,10.127,2.807543064
176,NSGAII,2,SM-102,DSPC,4.323,37.048,0.527,3.887,3.359208682
177,NSGAII,2,SM-102,DSPC,3.579,37.56,0.914,8.462,2.12622986
178,NSGAII,2,SM-102,DSPC,4.874,24.606,49.412,8.616,5.593162693
179,NSGAII,2,SM-102,DSPC,4.161,37.247,0.488,10.569,3.555801156
180,NSGAII,2,SM-102,DSPC,4.867,37.084,19.258,8.586,4.279168452
181,N/A,2,SM-102,DSPC,6,60,16.66667,3.75,4.239124788
182,N/A,2,SM-102,DSPC,6.858764172,61.20785132,28.85595517,4.903677225,3.379408561
183,N/A,2,SM-102,DSPC,6.002865642,62.11306344,17.04948642,4.925478792,4.18757939
