Formula_label,Lipid_Formula_label,Opt_Method,Ionizable_Lipid,Helper_lipid,SORT_lipid,Iter,IL_NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),SORT_of_total,on_target,NORM_RLU_HEPG2
62,HB_C62,N/A,SM_102,DOPE,18PG,0,6.3,80,10,0.2,0,0.988891277,
63,HB_C63,N/A,SM_102,DOPE,18PG,0,3.6,80,10,0.2,0,1.277226394,
64,HB_C64,N/A,SM_102,DOPE,18PG,0,9,50,10,5,0,2.401307754,
65,HB_C65,N/A,SM_102,DOPE,18PG,0,6.3,50,10,5,0,2.988246542,
66,HB_C66,N/A,SM_102,DOPE,18PG,0,3.6,50,10,5,0,3.166430744,
67,HB_C67,N/A,SM_102,DOPE,18PG,0,9,50,10,1,0,1.26677108,
68,HB_C68,N/A,SM_102,DOPE,18PG,0,6.3,50,10,1,0,0.755696401,
69,HB_C69,N/A,SM_102,DOPE,18PG,0,3.6,50,10,1,0,1.60332782,
70,HB_C70,N/A,SM_102,DOPE,18PG,0,9,50,10,0.2,0,1.097301446,
71,HB_C71,N/A,SM_102,DOPE,18PG,0,6.3,50,10,0.2,0,0.898718824,
72,HB_C72,N/A,SM_102,DOPE,18PG,0,3.6,50,10,0.2,0,1.385994034,
73,HB_C73,N/A,SM_102,DOPE,18PG,0,9,20,10,5,0,1.982219738,
74,HB_C74,N/A,SM_102,DOPE,18PG,0,6.3,20,10,5,0,1.677820625,
75,HB_C75,N/A,SM_102,DOPE,18PG,0,3.6,20,10,5,0,1.453840017,
76,HB_C76,N/A,SM_102,DOPE,18PG,0,9,20,10,1,0,1.296774132,
77,HB_C77,N/A,SM_102,DOPE,18PG,0,6.3,20,10,1,0,1.189318588,
78,HB_C78,N/A,SM_102,DOPE,18PG,0,3.6,20,10,1,0,1.246764252,
79,HB_C79,N/A,SM_102,DOPE,18PG,0,9,20,10,0.2,0,1.024547381,
80,HB_C80,N/A,SM_102,DOPE,18PG,0,6.3,20,10,0.2,0,0.564058797,
81,HB_C81,N/A,SM_102,DOPE,18PG,0,3.6,20,10,0.2,0,0.765157037,
82,HB_C82,N/A,SM_102,DOPE,18PG,0,9.9,80,1,5,0,0.178992486,
83,HB_C83,N/A,SM_102,DOPE,18PG,0,6.93,80,1,5,0,-0.045040096,
84,HB_C84,N/A,SM_102,DOPE,18PG,0,3.96,80,1,5,0,0.209919503,
85,HB_C85,N/A,SM_102,DOPE,18PG,0,9.9,80,1,1,0,0.08783189,
86,HB_C86,N/A,SM_102,DOPE,18PG,0,6.93,80,1,1,0,-0.349816446,
87,HB_C87,N/A,SM_102,DOPE,18PG,0,3.96,80,1,1,0,-0.074362596,
88,HB_C88,N/A,SM_102,DOPE,18PG,0,9.9,80,1,0.2,0,-0.038375611,
89,HB_C89,N/A,SM_102,DOPE,18PG,0,6.93,80,1,0.2,0,0.150326048,
90,HB_C90,N/A,SM_102,DOPE,18PG,0,3.96,80,1,0.2,0,0.337343142,
91,HB_C91,N/A,SM_102,DOPE,18PG,0,9.9,50,1,5,0,2.005904757,
92,HB_C92,N/A,SM_102,DOPE,18PG,0,6.93,50,1,5,0,1.484830031,
93,HB_C93,N/A,SM_102,DOPE,18PG,0,3.96,50,1,5,0,1.485351608,
94,HB_C94,N/A,SM_102,DOPE,18PG,0,9.9,50,1,1,0,1.13708001,
95,HB_C95,N/A,SM_102,DOPE,18PG,0,6.93,50,1,1,0,1.451545404,
96,HB_C96,N/A,SM_102,DOPE,18PG,0,3.96,50,1,1,0,0.096392544,
97,HB_C97,N/A,SM_102,DOPE,18PG,0,9.9,50,1,0.2,0,0.61891146,
98,HB_C98,N/A,SM_102,DOPE,18PG,0,6.93,50,1,0.2,0,0.676542886,
99,HB_C99,N/A,SM_102,DOPE,18PG,0,3.96,50,1,0.2,0,1.194655861,
100,HB_C100,N/A,SM_102,DOPE,18PG,0,9.9,20,1,5,0,1.596365791,
101,HB_C101,N/A,SM_102,DOPE,18PG,0,6.93,20,1,5,0,1.559543808,
102,HB_C102,N/A,SM_102,DOPE,18PG,0,3.96,20,1,5,0,1.401253489,
103,HB_C103,N/A,SM_102,DOPE,18PG,0,9.9,20,1,1,0,1.196740824,
104,HB_C104,N/A,SM_102,DOPE,18PG,0,6.93,20,1,1,0,1.201760588,
105,HB_C105,N/A,SM_102,DOPE,18PG,0,3.96,20,1,1,0,1.224798438,
106,HB_C106,N/A,SM_102,DOPE,18PG,0,9.9,20,1,0.2,0,0.512137995,
107,HB_C107,N/A,SM_102,DOPE,18PG,0,6.93,20,1,0.2,0,0.561074513,
108,HB_C108,N/A,SM_102,DOPE,18PG,0,3.96,20,1,0.2,0,0.456135441,
109,HB_C109,N/A,SM_102,DOPE,18PG,0,4.832039542,65.87472647,16.81737064,14.59921865,0,1.65931247,
110,HB_C110,N/A,SM_102,DOPE,18PG,0,5.00088197,57.93106228,25.15856878,6.269667125,0,2.996416476,
111,HB_C111,N/A,SM_102,DOPE,18PG,0,4.29682524,55.18568696,15.24489634,7.225757382,0,2.759472982,
112,HB_C112,N/A,SM_102,DOPE,18PG,0,4.076844227,56.73691422,23.42857774,13.92300093,0,2.595069321,
113,HB_C113,N/A,SM_102,DOPE,18PG,0,4.25441324,50.04343569,28.94618321,8.923704684,0,3.047554833,
114,HB_C114,N/A,SM_102,DOPE,18PG,0,5.046149554,72.43165106,20.91669343,13.4759632,0,0.945874908,
115,HB_C115,N/A,SM_102,DOPE,18PG,0,4.700937348,74.07746345,13.36162347,7.654751796,0,0.628362369,
116,HB_C116,N/A,SM_102,DOPE,18PG,0,5.090558399,53.38717222,20.74065991,7.813349134,0,1.190275791,
117,HB_C117,N/A,SM_102,DOPE,18PG,0,5.677400868,76.30905221,10.19078041,10.9985103,0,0.013222177,
118,HB_C118,N/A,SM_102,DOPE,18PG,0,4.025257355,78.36567819,27.00586902,12.47034364,0,0.994598273,
119,HB_C119,N/A,SM_102,DOPE,18PG,0,3.54631172,56.19235516,24.64048011,13.43195155,0,1.438138959,
120,HB_C120,N/A,SM_102,DOPE,18PG,0,4.853077891,72.42010079,25.00415319,14.13956946,0,0.849809861,
121,HB_C121,N/A,SM_102,DOPE,18PG,0,3.608505072,52.64641741,29.83481361,5.131132903,0,2.615474065,
122,HB_C122,N/A,SM_102,DOPE,18PG,0,3.630392214,57.46479049,29.62682409,6.311575522,0,2.549859038,
123,HB_C123,N/A,SM_102,DOPE,18PG,0,3.713891398,57.46116977,29.84607056,5.871019868,0,2.983133417,
124,HB_C124,N/A,SM_102,DOPE,18PG,0,3.798076114,56.87212912,29.99054189,6.98697512,0,2.824943261,
125,HB_C125,N/A,SM_102,DOPE,18PG,0,3.801074142,50.62734768,29.22874261,6.832229431,0,3.235342957,
126,HB_C126,N/A,SM_102,DOPE,18PG,0,3.674689721,55.89116544,29.82157379,7.136028142,0,3.271775419,
127,HB_C127,N/A,SM_102,DOPE,18PG,0,3.791094189,53.27146508,28.97336173,5.423621649,0,2.825609517,
128,HB_C128,N/A,SM_102,DOPE,18PG,0,3.815333809,54.07614973,29.65283453,5.462739376,0,2.995052371,
129,HB_C129,N/A,SM_102,DOPE,18PG,0,3.601639195,52.43788768,29.49076254,6.079995204,0,3.250602673,
130,HB_C130,N/A,SM_102,DOPE,18PG,0,3.784714027,55.06896119,29.25841866,6.330083182,0,2.995431828,
131,HB_C131,N/A,SM_102,DOPE,18PG,0,3.752216523,53.63441959,29.03933139,6.019292819,0,3.627806502,
132,HB_C132,N/A,SM_102,DOPE,18PG,0,3.751836623,55.55544065,29.37621788,5.857631713,0,3.194878279,
133,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,66.66666667,0,5,40.00,3.608218,1.611867
134,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,66.66666667,0,5,40.00,3.572998,1.984458
135,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,66.66666667,0,5,40.00,3.363491,0.356905
136,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,66.66666667,0,1,40.00,4.231705,0.246974
137,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,66.66666667,0,1,40.00,3.990886,1.821747
138,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,66.66666667,0,1,40.00,4.56542,1.91055
139,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,66.66666667,0,0.2,40.00,5.301752,1.365596
140,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,66.66666667,0,0.2,40.00,4.154895,1.632305
141,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,66.66666667,0,0.2,40.00,0.891432,2.100018
142,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,33.33333333,0,5,25.00,3.129211,2.647985
143,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,33.33333333,0,5,25.00,3.456056,0.786826
144,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,33.33333333,0,5,25.00,4.246583,1.221043
145,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,33.33333333,0,1,25.00,3.424573,2.306324
146,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,33.33333333,0,1,25.00,3.727476,2.498215
147,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,33.33333333,0,1,25.00,4.359453,1.770502
148,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,33.33333333,0,0.2,25.00,4.407451,1.922273
149,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,33.33333333,0,0.2,25.00,4.410549,1.974929
150,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,33.33333333,0,0.2,25.00,4.6013,2.736096
151,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,11.11111111,0,5,10.00,2.446666,0.452341
152,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,11.11111111,0,5,10.00,0.883378,2.045767
153,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,11.11111111,0,5,10.00,1.986136,2.019623
154,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,11.11111111,0,1,10.00,3.315074,2.353164
155,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,11.11111111,0,1,10.00,4.678171,2.530907
156,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,11.11111111,0,1,10.00,2.908732,1.29458
157,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,11.11111111,0,0.2,10.00,4.370747,1.788518
158,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,11.11111111,0,0.2,10.00,4.708559,3.221796
159,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,11.11111111,0,0.2,10.00,3.798358,2.09356
160,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,73.68421053,0,5,24.00,2.92648,3.55447
161,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,73.68421053,0,5,24.00,2.908366,3.285812
162,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,73.68421053,0,5,24.00,2.395076,2.352226
163,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,73.68421053,0,1,24.00,4.367473,3.237528
164,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,73.68421053,0,1,24.00,4.453719,3.612354
165,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,73.68421053,0,1,24.00,3.949214,2.008851
166,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,73.68421053,0,0.2,24.00,4.795677,4.06804
167,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,73.68421053,0,0.2,24.00,5.326677,3.43291
168,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,73.68421053,0,0.2,24.00,4.057125,2.724205
169,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,41.17647059,0,5,15.00,3.626461,4.561999
170,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,41.17647059,0,5,15.00,3.872273,3.694948
171,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,41.17647059,0,5,15.00,4.386829,3.631239
172,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,41.17647059,0,1,15.00,3.956469,4.925188
173,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,41.17647059,0,1,15.00,4.411363,5.657777
174,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,41.17647059,0,1,15.00,4.693499,4.620139
175,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,41.17647059,0,0.2,15.00,4.360994,6.300387
176,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,41.17647059,0,0.2,15.00,4.900019,6.858131
177,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,41.17647059,0,0.2,15.00,5.055628,6.289106
178,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,14.89361702,0,5,6.00,2.245678,4.574358
179,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,14.89361702,0,5,6.00,2.438582,3.596039
180,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,14.89361702,0,5,6.00,3.562372,3.99845
181,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,14.89361702,0,1,6.00,4.583658,6.509379
182,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,14.89361702,0,1,6.00,4.519922,6.783512
183,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,14.89361702,0,1,6.00,4.695093,5.91649
184,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,14.89361702,0,0.2,6.00,4.171531,6.063634
185,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,14.89361702,0,0.2,6.00,4.356708,5.613732
186,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,14.89361702,0,0.2,6.00,3.906887,5.175143
187,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,78.26086957,0,5,8.00,2.062165,5.111023
188,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,78.26086957,0,5,8.00,2.348568,4.683625
189,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,78.26086957,0,5,8.00,1.456832,3.029777
190,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,78.26086957,0,1,8.00,4.106708,4.511067
191,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,78.26086957,0,1,8.00,4.219168,3.685618
192,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,78.26086957,0,1,8,3.354405,3.495125
193,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,78.26086957,0,0.2,8,3.986891,2.298025
194,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,78.26086957,0,0.2,8,3.85256,3.222124
195,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,78.26086957,0,0.2,8,3.841607,3.389044
196,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,47.36842105,0,5,5,3.450672,5.522381
197,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,47.36842105,0,5,5,3.651254,6.401623
198,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,47.36842105,0,5,5,3.99247,5.934259
199,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,47.36842105,0,1,5,4.215416,6.417158
200,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,47.36842105,0,1,5,4.890897,7.320717
201,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,47.36842105,0,1,5,4.686359,6.751475
202,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,47.36842105,0,0.2,5,4.512011,8.890518
203,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,47.36842105,0,0.2,5,5.166961916,8.48247412
204,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,47.36842105,0,0.2,5,4.332891,7.57516
205,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,18.36734694,0,5,2,2.770952,5.827666
206,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,18.36734694,0,5,2,3.375157,5.854633
207,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,18.36734694,0,5,2,3.988829,6.302315
208,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,18.36734694,0,1,2,4.826003,8.508581
209,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,18.36734694,0,1,2,4.910342,8.660481
210,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,18.36734694,0,1,2,4.2076744,7.1494548
211,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,18.36734694,0,0.2,2,4.329719,7.636335
212,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,18.36734694,0,0.2,2,4.046147,8.021228
213,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,18.36734694,0,0.2,2,3.850745282,5.845434434
214,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,79.83870968,0,5,0.8,1.122861,2.247769
215,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,79.83870968,0,5,0.8,3.663969182,5.066832571
216,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,79.83870968,0,5,0.8,-0.11186,2.269399
217,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,79.83870968,0,1,0.8,1.039765,3.820894
218,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,79.83870968,0,1,0.8,0.825747,3.441099
219,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,79.83870968,0,1,0.8,1.449217,2.892063
220,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,79.83870968,0,0.2,0.8,1.108502,3.651694
221,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,79.83870968,0,0.2,0.8,0.79977,4.19545
222,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,79.83870968,0,0.2,0.8,0.944924,3.119579
223,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,49.74874372,0,5,0.5,4.279781,8.415572
224,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,49.74874372,0,5,0.5,4.260108,7.494953
225,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,49.74874372,0,5,0.5,4.505371,7.227654
226,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,49.74874372,0,1,0.5,4.751754,9.800319
227,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,49.74874372,0,1,0.5,5.039581,9.061809
228,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,49.74874372,0,1,0.5,4.257835,7.578988
229,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,49.74874372,0,0.2,0.5,2.866865,8.885075
230,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,49.74874372,0,0.2,0.5,2.016167,8.675597
231,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,49.74874372,0,0.2,0.5,-0.12393,7.833985
232,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,19.83967936,0,5,0.2,1.307229,5.941625
233,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,19.83967936,0,5,0.2,1.902888,6.723823
234,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,19.83967936,0,5,0.2,2.872716,7.111846
235,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,19.83967936,0,1,0.2,4.401391,2.768523
236,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,19.83967936,0,1,0.2,4.264451,8.602158
237,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,19.83967936,0,1,0.2,3.307793,8.707065
238,#VALUE!,N/A,SM-102,DSPC,18PG,0,10,19.83967936,0,0.2,0.2,3.699731,8.032228
239,#VALUE!,N/A,SM-102,DSPC,18PG,0,7,19.83967936,0,0.2,0.2,2.949408,8.148468
240,#VALUE!,N/A,SM-102,DSPC,18PG,0,4,19.83967936,0,0.2,0.2,-0.38896,8.306547
241,#VALUE!,N/A,SM-102,DSPC,18PG,0,7.685673,51.59155814,0,4.563479,14.09006694,3.388387,4.643097
242,#VALUE!,N/A,SM-102,DSPC,18PG,0,7.920521,54.18789376,0,4.657966,17.02549146,3.524364,3.589937
243,#VALUE!,N/A,SM-102,DSPC,18PG,0,20.7843,58.04466426,0,4.558384,34.89023621,0.634466,1.762217
244,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.14387,63.27828152,0,2.668345,12.5467943,2.831611,3.280853
245,#VALUE!,N/A,SM-102,DSPC,18PG,0,16.84463,49.4095556,0,1.752942,7.197435101,3.212096,8.036833
246,#VALUE!,N/A,SM-102,DSPC,18PG,0,11.11502,45.17704894,0,2.169519,10.69574137,3.370216,7.955275
247,#VALUE!,N/A,SM-102,DSPC,18PG,0,10.01481,50.17593179,0,2.699551,14.3458944,2.876233,5.778941
248,#VALUE!,N/A,SM-102,DSPC,18PG,0,18.85327,44.32972075,0,3.783933,10.96349674,3.238878,7.817123
249,#VALUE!,N/A,SM-102,DSPC,18PG,0,8.926423,58.73613481,0,1.536995,31.02490553,-0.07617,2.626175
250,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.037036,28.52616642,0,1.057194,3.399864624,5.632854,8.127295
251,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.068309,30.90940579,0,1.303739,4.605119185,4.2133256,7.669673
252,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.095056,25.01366202,0,1.186943,3.036683801,5.693863,7.827032
253,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.265856,42.34298523,0,1.288207,6.179030924,5.520653,8.460379
254,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.229275,24.78337907,0,1.122174,3.5118846,5.649496,8.026072
255,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.918921,45.05172075,0,1.115076,5.658046603,5.211244,6.828699
256,#VALUE!,N/A,SM-102,DSPC,18PG,0,4.523267,27.64848225,0,1.082744,3.862472877,5.665101,7.850376
257,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.201357,20.48779598,0,1.185736,2.393700495,5.373651,7.334374
258,#VALUE!,N/A,SM-102,DSPC,18PG,0,6.761997,36.08958939,0,1.366234,5.04961646,5.405903,7.668054
259,#VALUE!,N/A,SM-102,DSPC,18PG,0,5.934758,27.87218808,0,1.40677,3.036057602,4.6139998,7.7029584
