Formula_label,Helper_lipid,NP_ratio,(IL+HL),HL_(IL+HL),PEG_(Chol+PEG),LnRLU_T
0,DSPC,0.16254347817859915,0.5261317482334011,0.08638499842610506,0.20351319549656832,3.255789972420727
17,DSPC,0.6783828405917528,0.44287025179309,0.2591548657008823,0.20351319549656832,3.744152796599462
65,DSPC,0.5146439373424522,0.45992185187166074,0.5562937807445458,0.32495506467579904,2.456921673664996
66,DSPC,0.6372594363719625,0.5344768466834586,0.528898247907025,0.04099348825643623,1.802018657234048
67,DSPC,0.471687708678738,0.6323052036418442,0.5307236181536563,0.3587163579466932,1.869672586790194
68,DSPC,0.4019583627374884,0.5483032178742977,0.5574069655242364,0.16510220268342451,1.658738161389845
69,DSPC,0.48158986553723604,0.6741175807858739,0.5513099068452725,0.11898842130614168,1.454337661310267
70,DSPC,0.6143217042258545,0.56699657651203,0.5446800949066071,0.34209063648558613,1.550938630014428
71,DSPC,0.7670294941280004,0.5902657628475405,0.2336044126425873,0.4345929584360563,3.35351076006174
72,DSPC,0.10926583220803543,0.7946631681309306,0.7864139490731417,0.9923124395319569,3.77665354258294
73,DSPC,0.9799240294036055,0.15720137061244416,0.8409212398974846,0.28276956443818224,1.551100875492192
74,DSPC,0.6919672183000666,0.0,0.7004679631294137,0.35484599145467943,2.053732736351653
75,DSPC,0.3569094406921748,0.38156814454779414,0.5992037421180045,0.09972346302869062,2.092049018012496
76,DSPC,0.020850656898901976,0.8361803984129264,0.28812596917121314,0.26045693032594774,1.048246854857668
