Formula_label,Helper_lipid,NP_ratio,IL+HL,HL_IL+HL,PEG_PEG+Chol,nLnLE_RAMOS
142,DSPC,0.07575544823691305,0.7969025672552619,0.005589484560765534,0.00030638384375338175,-0.155618493
212,DSPC,0.4356751316919514,0.4242846649816319,0.2688098016131361,0.01806042744703476,6.135371197
202,DSPC,0.440808512166995,0.42580357006902786,0.25872850221029936,0.013648542978048924,6.129499782
204,DSPC,0.4205158192540722,0.4244416198225836,0.26271209198123147,0.02810574950764145,6.032503291
209,DSPC,0.42020078921484627,0.4261435458038256,0.25625103228804474,0.021952244631725966,5.991627561
210,DSPC,0.42646835562785246,0.4239795294361663,0.2703575599738094,0.027672657562053567,5.974279894
208,DSPC,0.43613872469306525,0.4251957992735735,0.25430875619019294,0.019034471502478792,5.952229046
207,DSPC,0.44481246183191003,0.42380460299952755,0.25774967614230226,0.01576224700357088,5.94028153
205,DSPC,0.4446814064810948,0.4258004215974133,0.2564094882983138,0.021813102071934362,5.894992082
211,DSPC,0.43070970487229954,0.4265949878823005,0.26874330056372975,0.015428368378958226,5.890104675
206,DSPC,0.8550823038173785,0.4247216727367065,0.26053969627119894,0.020816910352630037,5.867450424
203,DSPC,0.43301053286677804,0.42576796947378964,0.2593790973230538,0.017830735401444704,5.848043562
214,DSPC,0.4327798441969434,0.4257674424532972,0.26908247856296014,0.012765805503725842,5.796308493
213,DSPC,0.42948951466987684,0.4246759491476007,0.2465955711229393,0.013789385701464549,5.73887139
218,DSPC,0.8683157268106436,0.47355567706423934,0.262866988376654,0.1050688252326736,5.638102571
220,DSPC,3.829672412303253e-06,0.42623635010902855,0.2771469253133336,0.012784625796660043,5.56255031
219,DSPC,0.0002904799004113945,0.4249620532808274,0.5631946536031842,0.08515875040890686,5.274200816
221,DSPC,0.12280677366284495,0.4251589865968341,0.7831276963764555,0.1026519701724284,4.878283604
225,DSPC,0.04162912117697781,0.4253079154998057,0.5799602086763922,0.27875149971678587,4.797274559
224,DSPC,0.07555662331059965,0.5497219713105514,0.3973405909494074,0.0873911523447196,4.594431613
216,DSPC,2.9380598301487204e-07,0.42622165220975056,0.26880804678967546,0.2856185462663183,4.312705732
222,DSPC,0.07481126418814141,0.6532122802694396,0.5760307721398984,0.2801896052451245,3.616996655
223,DSPC,0.019495919748938023,0.42917122799676005,0.7497392502896033,0.3872143911197149,1.811202234
186,DSPC,0.8957054611766184,0.6112825712376386,0.0801502822303602,0.00845756871223177,1.637145228
178,DSPC,0.72748103758345,0.6034165130292874,0.08985480642135715,0.008224287553188844,1.609698531
185,DSPC,0.7271617316477078,0.5986515623227091,0.05360380206068836,0.008373866655496743,1.462851332
217,DSPC,0.07404861496797038,0.6678854655023689,0.7578210724210299,0.14639627349712211,1.441003796
187,DSPC,0.895301157069714,0.6064831464339209,0.0721257390618065,0.008341832115928304,1.376553901
182,DSPC,0.8977588904948846,0.6116586568676772,0.0675446809628849,0.008269571335920255,1.074416778
189,DSPC,0.8972245855967511,0.597465608436698,0.005416602268042925,1.8387993905677295e-05,0.876408271
215,DSPC,0.03581781945336726,0.20999910409535327,0.7812592050658828,0.3527924024274476,0.696515575
188,DSPC,0.8951071139276929,0.5950045555749814,0.0054185515387114485,5.735443433036499e-05,0.575452367
184,DSPC,0.8906659590666546,0.5936332798879729,0.0055674450129259674,7.323573153511422e-05,0.475823418
183,DSPC,0.890979994293529,0.5924575377295411,0.014331068853740324,1.1318770121581702e-05,0.241484857
181,DSPC,0.8948213725679459,0.5943296617956959,0.005434796695369019,5.857589945529838e-05,0.176917515
180,DSPC,0.8956009954343913,0.5920699562270968,0.014675790069266916,7.226933221443025e-05,0.124916099
199,DSPC,0.7533869151103875,0.5756257583363005,0.005426097363046031,1.3800185300148066e-06,0.124374534
179,DSPC,0.7271180877549689,0.6040380245550456,0.005478463456563969,1.2370466447979463e-05,-0.156955826
190,DSPC,0.7268277608993975,0.5964498311084863,0.005287620594750557,2.6444322353408323e-08,-0.855752859
196,DSPC,0.7264410625895814,0.7294279827853665,0.005270236534508606,1.3986158279184584e-05,-0.889924714
